Ost;Nord
1259650;6399100
1259650;6399098
1259650;6399098
1259650;6399098
1259650;6399098
1755760;7088186
1726502;7086288
1694324;7534800
1355629;6176255
1234517;6486735
1615882;6643582
1434586;6470196
1577359;6930313
1753338;7078897
1747826;7085688
1789386;7281326
1789386;7281326
1789386;7281326
1313278;6236561
1325101;6773700
1615766;7180927
1518295;7317538
1518873;7318013
1516762;7318173
1510948;7318241
1374841;6588176
1355114;6528418
1351572;6521947
1352625;6526939
1351121;6522990
1452068;7218968
1436677;6781695
1541142;6257222
1342016;6960269
1344745;6966716
1344755;6966315
1663033;6410976
1689187;7059215
1622197;6969033
1621728;6602719
1665123;6561936
1727248;7083449
1605427;6633280
1553735;6418957
1764386;7313318
1398105;6364483
1321262;6299455
1321262;6299455
1614219;6944996
1341717;6688804
1555613;6506746
1251086;6425944
1399167;6357467
1326372;6952427
1359496;6588467
1396267;6359417
1494902;6447801
1733216;7502603
1594263;6552341
1503357;7196798
1267175;6402232
1257071;6404933
1272125;6432332
1342307;6278689
1258120;6408416
1732967;7284448
1616511;7480165
1616511;7480165
1832132;7363375
1746543;7522340
1622989;7307692
1651334;7300826
1619576;7324985
1649108;7276027
1270791;6401098
1315187;6946332
1618744;6990747
1678253;7543612
1613984;7148199
1343084;6980282
1387071;7069505
1305213;6418253
1305225;6418312
1646405;7101617
1387458;6370216
1508949;7405115
1444712;7011232
1342158;6977828
1342158;6977828
1616176;7596055
1596691;6945985
1442674;6433456
1448703;6434995
1288528;6504227
1598796;7113473
1369122;6573097
1603844;7320192
1419873;6759834
1542485;6508561
1519653;6494564
1332282;6747497
1316333;6762080
1314019;6773608
1436418;6999539
1317300;6759214
1468495;6549724
1597597;6606871
1445947;6828515
