Ost;Nord
1467668;6473468
1434578;6470210
1505179;7163250
1543820;6967172
1434606;6470234
1467656;6473660
1372711;6209242
1550929;6788151
1441460;6228930
1329703;6751433
1323173;6759847
1321849;6772289
1309468;6478994
1623821;6578343
1472483;6338029
1611512;6611275
1399065;6167188
1224406;6540049
1233364;6532432
1324928;6166477
1313326;6535672
1541034;6583442
1541077;6583474
1628032;6582311
1656420;6606317
1627629;6581861
1551513;6277044
1233512;6533511
1233591;6533555
1233478;6533504
1404395;6292563
1406265;6289594
1750736;7207379
1389561;6355944
1562317;6321549
1604383;6633827
1610588;6634718
1619425;6585110
1466315;6612537
1435059;6453429
1435059;6453429
1435059;6453429
1798750;7292220
1798750;7292220
1513249;6677096
1402795;6511060
1397714;6366294
1550963;6788340
1550963;6788340
1265438;6444185
1368901;6586340
1249698;6425775
1369088;6585166
1275381;6476847
1372923;6590375
1368651;6585205
1369088;6585166
1369106;6585530
1369088;6585166
1368801;6585278
1372923;6590375
1274878;6476880
1712707;7462407
1601423;6633825
1495630;6463645
1486392;6493811
1489544;6473621
1708421;7456837
1580482;6910585
1579058;6931220
1576800;6928559
1579022;6928656
1574331;6728494
1499502;6478688
1717774;7085293
1709218;7459592
1456003;6545953
1460787;6537520
1468152;6550653
1460787;6537520
1456003;6545953
1393009;6475920
1392806;6476049
1454212;6496678
1394227;6745293
1394227;6745293
1543996;6645971
1544554;6647039
1544084;6646539
1544375;6644899
1317914;6298753
1496314;6692718
1538996;6608721
1461007;6547463
1547393;6403223
1324747;6166483
1324875;6166525
1410121;6394641
1493281;6457348
1580704;6909972
1318032;6288864
1361681;7036793
1464325;6739217
1464325;6739217
1463612;6734970
1463330;6735341
1467895;6727313
1466354;6727833
1466354;6727833
1466354;6727833
1462816;6732316
1459023;6731199
1460062;6733835
1459207;6733406
1459061;6733408
1458867;6733565
1459109;6733695
1459207;6733406
1459207;6733406
1459061;6733408
1458867;6733565
1458867;6733565
1458867;6733565
1459109;6733695
1459109;6733695
1488300;6722700
1433064;6767410
1364455;7035455
1364220;7035333
1463330;6735341
1463256;6735515
1463612;6734970
1459023;6731199
1460062;6733835
1460062;6733835
1462816;6732316
1722039;7073923
1486177;6525568
1486177;6525568
1460368;6549880
1458093;6540624
1575055;6544721
1621099;6608773
1646881;6580633
1605427;6633280
1474622;6228280
1598656;6600138
1598656;6600138
1599340;6636947
1748532;7193777
1748534;7193776
1748529;7193776
1748532;7193777
1748531;7193779
1748534;7193776
1601149;6633082
1348311;6688713
1343685;6674490
1628258;6595878
1628671;6594994
1436423;6299314
1352231;6177824
1575056;6504317
1712047;7088605
1719340;7087333
1721813;7086809
1719849;7087111
1721813;7086809
1721326;7086972
1721326;7086972
1721326;7086972
1460702;6670092
1460702;6670092
1460702;6670092
1305077;6428084
1640477;7070668
1577359;6930313
1583311;6927175
1555585;6671492
1571550;6728243
1444424;7010976
1394478;6184136
1546236;6606765
1544870;6608327
1547272;6603675
1547272;6603675
1546792;6599015
1435850;6392290
1410650;6409422
1410831;6409469
1444521;6410256
1410993;6409121
1472859;6485197
1329473;6584794
1330640;6566350
1502404;6631790
1666755;6615172
1319750;6289167
1390864;6452050
1439066;6368037
1479607;6736500
1479607;6736500
1606491;6612654
1394510;6184084
1627098;6585941
1444464;6309331
1451411;6995221
1602746;6633845
1640957;6657918
1642370;6654824
1602630;6633712
1610858;6658511
1599212;6639050
1606741;6654023
1495683;6696883
1386267;6176799
1309569;6214363
1653242;6323301
1596462;6946347
1447892;6832241
1616277;6642172
1615882;6643582
1615882;6643582
1615882;6643582
1615882;6643582
1615882;6643582
1599993;6636618
1545591;6634866
1615882;6643582
1615882;6643582
1599277;6638922
1615882;6643582
1615882;6643582
1615882;6643582
1615882;6643582
1615882;6643582
1640752;6581041
1305307;6427882
1410525;6408750
1589555;6655639
1602176;6636291
1602176;6636291
1602398;6636181
1368445;6588413
1374366;6589706
1372437;6595743
1452404;6440980
1452426;6441043
1274474;6403147
1503861;6464758
1503861;6464758
1511776;6453153
1511776;6453153
1294628;6329423
1328457;6173107
1566456;6588354
1604200;6937863
1600820;6949228
1586220;6935660
1594152;6949171
1593738;6949546
1592764;6931515
1592778;6931514
1659807;7037133
1592764;6931515
1589455;6958490
1593738;6949546
1586317;6935680
1592831;6931521
1618367;7045739
1618367;7045739
1592831;6931521
1618379;7045759
1592778;6931514
1659822;7037126
1560035;6604247
1552267;6650763
1267934;6507179
1258322;6465493
1258322;6465493
1265830;6508137
1223433;6540588
1359341;6468835
1222799;6542252
1292215;6560405
1224811;6534899
1225518;6540045
1275522;6431278
1319454;6455404
1328885;6433399
1365296;6429473
1409849;6462020
1365296;6429473
1319454;6455404
1467635;6459379
1357730;6706210
1368574;6686083
1350380;6720805
1348056;6724884
1375357;6663816
1369946;6622145
1374005;6672865
1350380;6720805
1357730;6706210
1375357;6663816
1369083;6687298
1366400;6688211
1357730;6706210
1374005;6672865
1357730;6706210
1350291;6720870
1366400;6688211
1368574;6686083
1369083;6687298
1375357;6663816
1374005;6672865
1357910;6706250
1346250;6681600
1319902;6638359
1327473;6577523
1393443;6611535
1329338;6584947
1329470;6584810
1350380;6720805
1348056;6724884
1393443;6611535
1327473;6577523
1350291;6720870
1357730;6706210
1329470;6584810
1374005;6672865
1369946;6622145
1369946;6622145
1383484;6641540
1374005;6672865
1375357;6663816
1312348;6588923
1368574;6686083
1366400;6688211
1350380;6720805
1320009;6638198
1393755;6612705
1311175;6596465
1339750;6612370
1393510;6611605
1311434;6592310
1396240;6613760
1357910;6706250
1346250;6681600
1333002;6642182
1350990;6719960
1393443;6611535
1398946;6550464
1369083;6687298
1393510;6611605
1393595;6611625
1377290;6620080
1374510;6668940
1369403;6621472
1375357;6663816
1374005;6672865
1369946;6622145
1348056;6724884
1350380;6720805
1368574;6686083
1369083;6687298
1366400;6688211
1357730;6706210
1374005;6672865
1357730;6706210
1369946;6622145
1369403;6621472
1327473;6577523
1382267;6642971
1374005;6672865
1375357;6663816
1369083;6687298
1393443;6611535
1393443;6611535
1372930;6618050
1345960;6682720
1346250;6681600
1372930;6618050
1377290;6620080
1340820;6612030
1373520;6618130
1377290;6620080
1373520;6618130
1366400;6688211
1348056;6724884
1359496;6588467
1340820;6612030
1340540;6612180
1372930;6618050
1357730;6706210
1329470;6584810
1357910;6706250
1350380;6720805
1359500;6588465
1327393;6577603
1369946;6622145
1369083;6687298
1368574;6686083
1350380;6720805
1359500;6588465
1348056;6724884
1375357;6663816
1374005;6672865
1382267;6642971
1383484;6641540
1349243;6631251
1265360;6396926
1612118;6592168
1612796;6588091
1613784;6599715
1615489;6595309
1611442;6588795
1544434;6614842
1548608;6604686
1547950;6605592
1561136;6516986
1561507;6517306
1561507;6517306
1581277;6526632
1561734;6516879
1561092;6516487
1518048;6480464
1521298;6477207
1612807;6586071
1561136;6516986
1521236;6477256
1518056;6480442
1520505;6477465
1518621;6479568
1518557;6479543
1521217;6477227
1521286;6477166
1518078;6480470
1288162;6336646
1287174;6330504
1299016;6235736
1620221;6594707
1620799;6598032
1289154;6537974
1290560;6353850
1400350;6455520
1290560;6353850
1290560;6353850
1290560;6353850
1290560;6353850
1290560;6353850
1330173;6381233
1341667;6372676
1316765;6388187
1341667;6372676
1327922;6401906
1327147;6400447
1329140;6575749
1316765;6388187
1330173;6381233
1330129;6379239
1359323;6610209
1359323;6610209
1354509;6652440
1329221;6580601
1329586;6575737
1329586;6575737
1359323;6610209
1329221;6580601
1329221;6580601
1359323;6610209
1359323;6610209
1359323;6610209
1329221;6580601
1329221;6580601
1329221;6580601
1329547;6580730
1329547;6580730
1329547;6580730
1329547;6580730
1351570;6651845
1351864;6651945
1351864;6651945
1352649;6652063
1352649;6652063
1351570;6651845
1351570;6651845
1351570;6651845
1353842;6652210
1354291;6652296
1354291;6652296
1353842;6652210
1354121;6652338
1354121;6652338
1354291;6652296
1330108;6379504
1330117;6381414
1330117;6381414
1330108;6379504
1417930;6480880
1425680;6488970
1265360;6396926
1598818;6941731
1466839;6486667
1458256;6473022
1480471;6485375
1673078;6652297
1467675;6474156
1525755;6624725
1498341;6632138
1533891;6283189
1293690;6342980
1598919;6638946
1328560;6168642
1548810;6602670
1466474;6669139
1630955;6646560
1430815;6383890
1606432;6647928
1599650;6632945
1597320;6635900
1602790;6636895
1601687;6640179
1601694;6640123
1645160;7026320
1645160;7026320
1645801;7027374
1332510;6402150
1301760;6488550
1326817;6405341
1459780;6471630
1459780;6471630
1459780;6471630
1489950;6448250
1459780;6471630
1509330;6419540
1509330;6419540
1509330;6419540
1509330;6419540
1509330;6419540
1459780;6471630
1459780;6471630
1509330;6419540
1459780;6471630
1459780;6471630
1489950;6448250
1509330;6419540
1509330;6419540
1459780;6471630
1489950;6448250
1539039;6454981
1516930;6464143
1546769;6450274
1539039;6454981
1539039;6454981
1539039;6454981
1516930;6464143
1516930;6464143
1546769;6450274
1546769;6450274
1539039;6454981
1539039;6454981
1516930;6464143
1516930;6464143
1516930;6464143
1516930;6464143
1546769;6450274
1546769;6450274
1546769;6450274
1481630;6877170
1605716;6650251
1599900;6636570
1512930;6338073
1269500;6406640
1606268;6647426
1605898;6650218
1575812;6652051
1606634;6649663
1605900;6650198
1605898;6650218
1605898;6650218
1600017;6650992
1607579;6649366
1605913;6650207
1605900;6650198
1546877;6606696
1540486;6620353
1551679;6617337
1560301;6601365
1540486;6620353
1518149;6649092
1498601;6629983
1540486;6620353
1546968;6610889
1540486;6620353
1543792;6621890
1525178;6595439
1540486;6620353
1540486;6620353
1544255;6617788
1526919;6597688
1544105;6617332
1560970;6602804
1494947;6718944
1494947;6718944
1494947;6718944
1495223;6719686
1495264;6719078
1494334;6718626
1494249;6719321
1494239;6720109
1494585;6719400
1494239;6720109
1458930;6722820
1494947;6718944
1495240;6719800
1495223;6719686
1495264;6719078
1621800;6601650
1607419;6659060
1588568;6698153
1588884;6697346
1607038;6658287
1270166;6401859
1301689;6393985
1546222;6278036
1551798;6273263
1668029;6574719
1239308;6490783
1270400;6409900
1270880;6410820
1342489;6674629
1270520;6400450
1270510;6410350
1272280;6410910
1306090;6202760
1270080;6410870
1399180;6176790
1468667;6434189
1572037;6625430
1572037;6625430
1572037;6625430
1676899;7056915
1548043;6640128
1677822;7054434
1572037;6625430
1400580;6173860
1268900;6408740
1254400;6408300
1259160;6403320
1532591;7047728
1400305;6332053
1398240;6761390
1392620;6767940
1401070;6759725
1775386;7299636
1347170;6374050
1606070;6564640
1594263;6552341
1653440;6609572
1608930;6543830
1637258;6632895
1605500;6543000
1621750;6524950
1634135;6542629
1612356;6524266
1674099;7045821
1451745;6393495
1457044;6547355
1286424;6641475
1280920;6482270
1715170;7378390
1511490;6705230
1330170;6606322
1330170;6606322
1330170;6606322
1330170;6606322
1330170;6606322
1331022;6606563
1484433;6699436
1467160;6572460
1504406;6547163
1463991;6601645
1467595;6698287
1460211;6595538
1461980;6600260
1448187;6593285
1461980;6600260
1726955;7070647
1478070;6561540
1453497;6573779
1405909;6230337
1454660;6241460
1454660;6241460
1457474;6243755
1446783;6246810
1454689;6241485
1421375;6256657
1454660;6241460
1461818;6232909
1461818;6232909
1454660;6241460
1454750;6241500
1454660;6241460
1469286;6661479
1454750;6241500
1454689;6241485
1454689;6241485
1443385;6246381
1500501;6362341
1487730;6469692
1487730;6469692
1493410;6467630
1313920;6286311
1435691;6464244
1434586;6470196
1460422;6467469
1337234;6288297
1337234;6288297
1333942;6289762
1334010;6289775
1333942;6289762
1516242;6600491
1448160;6471677
1448160;6471677
1324845;6284622
1388331;6163494
1315459;6946460
1364150;6463696
1364051;6463829
1386461;6438530
1386346;6438821
1394526;6182023
1435691;6464244
1434586;6470196
1284863;6338959
1284863;6338959
1314476;6295355
1321546;6282988
1322021;6282491
1323154;6284656
1375511;6146792
1570233;6919541
1321853;6287845
1322627;6284475
1322627;6284475
1333942;6289762
1493260;6239330
1493260;6239330
1329740;6395880
1531250;6529540
1418430;6431030
1418430;6431030
1418430;6431030
1478236;6501683
1478153;6501699
1494371;6433430
1437934;6454406
1321484;6941909
1442400;6468150
1526816;6600904
1574310;6540130
1574310;6540130
1574310;6540130
1274049;6446786
1249670;6470260
1249670;6470260
1714677;7087088
1749177;7085800
1720492;7082510
1374500;6482000
1713083;7087792
1734335;7110485
1667105;7094351
1689728;7104593
1549440;6478981
1689298;7127983
1626929;6980353
1715630;7085320
1710683;7089713
1702844;7065939
1711837;7088774
1725033;7075459
1706225;7307450
1760126;7135884
1713865;7068038
1682665;7074087
1719244;7211223
1673203;7060293
1675441;7058267
1589573;6655571
1589573;6655571
1475950;6233350
1592300;6563090
1551713;6277332
1592300;6563090
1592300;6563090
1592300;6563090
1692420;7349440
1735400;7373200
1701190;7405750
1235108;6487874
1484451;6699446
1484451;6699446
1323170;6358160
1323170;6358160
1392713;6452422
1392253;6451562
1438137;6311145
1405460;6299335
1440300;6307528
1440300;6307528
1477520;6289678
1472396;6338064
1432870;6323710
1488910;6471630
1489296;6472228
1489357;6470504
1490666;6454068
1365600;6583650
1368000;6584600
1366300;6584200
1477890;6289165
1432869;6323699
1378758;6607049
1335891;6373446
1330129;6379239
1327602;6400694
1327566;6400034
1334219;6373708
1335602;6373604
1335891;6373446
1404787;7019908
1438901;7007080
1267334;6379689
1259650;6399100
1314950;6561560
1314950;6561560
1492172;6426435
1322080;6151560
1663656;6632025
1363360;6210960
1596220;6517610
1605500;6543000
1614870;6554750
1614870;6554750
1596220;6517610
1618690;6569230
1614870;6554750
1296800;6376390
1295250;6377260
1295250;6377260
1293700;6379500
1295250;6377260
1574166;6728598
1574166;6728598
1574166;6728598
1576003;6742280
1549143;6758750
1772771;7272295
1324218;6393150
1313135;6210695
1353201;6381152
1353201;6381152
1353201;6381152
1353201;6381152
1319121;6259127
1353201;6381152
1322170;6226100
1359808;6264212
1331391;6273388
1384694;6355531
1384694;6355531
1384694;6355531
1359808;6264212
1359808;6264212
1359808;6264212
1397105;6367997
1397105;6367997
1397105;6367997
1397105;6367997
1397105;6367997
1397105;6367997
1331391;6273388
1397105;6367997
1397105;6367997
1392980;6341815
1384694;6355531
1384694;6355531
1424292;6309341
1424292;6309341
1420830;6715349
1424292;6309341
1420830;6715349
1424292;6309341
1420830;6715349
1451721;6646462
1466492;6291804
1466492;6291804
1466492;6291804
1466492;6291804
1451721;6646462
1466492;6291804
1404950;6204142
1444197;6708339
1470163;6659141
1482341;6701734
1466492;6291804
1482386;6371455
1482261;6730079
1482261;6730079
1483262;6278086
1483262;6278086
1482261;6730079
1482386;6371455
1463820;6783978
1489042;6364731
1489042;6364731
1499339;6401639
1483262;6278086
1499339;6401639
1474615;6710853
1499339;6401639
1483262;6278086
1501270;6363081
1501270;6363081
1499339;6401639
1502681;6384217
1502125;6374436
1502681;6384217
1501270;6363081
1503168;6686487
1502125;6374436
1502125;6725812
1502681;6384217
1551500;6272950
1505096;6878740
1551500;6272950
1503168;6686487
1530044;6282243
1505838;6290678
1621385;6615053
1531231;6317501
1519786;6331569
1525136;6671169
1619079;6615356
1589358;6709305
1619424;6618354
1620699;6617627
1525136;6671169
1543571;6733358
1590317;6718537
1589358;6709305
1563961;6740145
1573707;6732100
1549143;6758750
1543571;6733358
1575865;6744981
1532379;6811836
1239928;6506305
1224724;6537655
1224724;6537655
1275327;6476842
1224724;6537655
1284659;6337764
1441634;6460483
1441634;6460483
1576003;6742280
1441634;6460483
1576389;6744575
1477722;6398889
1290115;6531323
1284477;6336974
1508816;6436922
1434452;7010303
1441634;6460483
1441400;6441180
1284498;6337091
1466492;6291804
1619169;6590991
1332556;6141071
1332556;6141071
1332556;6141071
1298671;6561723
1267499;6391890
1258279;6408550
1258279;6408550
1258279;6408550
1396240;6174006
1382775;6159415
1332556;6141071
1384070;6469364
1318446;6431576
1318446;6431576
1475461;6562325
1533892;6692618
1533892;6692618
1533892;6692618
1479148;6705568
1481282;6703344
1485487;6710254
1440845;6704414
1503168;6686487
1451721;6646462
1444197;6708339
1420830;6715349
1463820;6783978
1527706;6828710
1527706;6828710
1350405;6225684
1394783;6168391
1396240;6174006
1529931;6822726
1575865;6744981
1586947;6835489
1537603;6795081
1518319;6852630
1518545;6839254
1505096;6878740
1493650;6910637
1493283;6894135
1493283;6894135
1493283;6894135
1493283;6894135
1384070;6469364
1277391;6465539
1277391;6465539
1549143;6758750
1543571;6733358
1556161;6797606
1556161;6797606
1555629;6797954
1555629;6797954
1572065;6795124
1598818;6941731
1576884;6920620
1720173;7084412
1720173;7084412
1720173;7084412
1791041;7286103
1790109;7287282
1589358;6709305
1589358;6709305
1589358;6709305
1480471;6485375
1467675;6474156
1458256;6473022
1466839;6486667
1392980;6341815
1466492;6291804
1513542;6343364
1513542;6343364
1532223;6282442
1486409;6226760
1476076;6233219
1466797;6239014
1466797;6239014
1466797;6239014
1466307;6236585
1466307;6236585
1466307;6236585
1322680;6226695
1322680;6226695
1322680;6226695
1319121;6259127
1316063;6257144
1316063;6257144
1316063;6257144
1416330;6215990
1382669;6221143
1313135;6210695
1313135;6210695
1315965;6207960
1393595;6159015
1393595;6159015
1393595;6159015
1405890;6200905
1405890;6200905
1397066;6213664
1396589;6213044
1396589;6213044
1441634;6460483
1522714;6668243
1547007;6610889
1522714;6668243
1397984;6156565
1509000;6437350
1430523;6449580
1543799;6618417
1456674;6475790
1545391;6615331
1458276;6447473
1465595;6442462
1576389;6744575
1624470;6616701
1442354;6441024
1555610;6797972
1572065;6795124
1619161;6591075
1572629;6727846
1573198;6728284
1573198;6728284
1575476;6726956
1574303;6728354
1574279;6726643
1432222;6766517
1319562;6485022
1320011;6484521
1319562;6485022
1511668;6488251
1511668;6488251
1532029;6510742
1456640;6475809
1561841;6664234
1561763;6663301
1558122;6651100
1467700;6474151
1481989;6474455
1424509;6487261
1261325;6405481
1503268;6228890
1314452;6532304
1350814;6459075
1282690;6539116
1465718;6245600
1476455;6235249
1301163;6505663
1578462;6920115
1617404;6954795
1483030;6702702
1533892;6692618
1451825;6646330
1451825;6646330
1350814;6459075
1261325;6405481
1301163;6505663
1451604;6577600
1451251;6576024
1466641;6573426
1445935;6578483
1466682;6580758
1452255;6578845
1448580;6571557
1453141;6578697
1452255;6578845
1504492;6547202
1449632;6573971
1449721;6578482
1449632;6573971
1449684;6573922
1449721;6578482
1449721;6578482
1449632;6573971
1449632;6573971
1449632;6573971
1449632;6573971
1449721;6578482
1446249;6581306
1434952;6558009
1452185;6577728
1452255;6578845
1426259;6557359
1426417;6562559
1436099;6573681
1425946;6562226
1452255;6578845
1426688;6556522
1451604;6577600
1459887;6579452
1455960;6543430
1459393;6587033
1425181;6499916
1453133;6578025
1492210;6555209
1492210;6555209
1452130;6580296
1451251;6576024
1451639;6576411
1452255;6578845
1444704;6577953
1443788;6579027
1448275;6582193
1452255;6578845
1462638;6572349
1448275;6582193
1456996;6537472
1456283;6537785
1455775;6544033
1456661;6541836
1452035;6576686
1460004;6579346
1457154;6579593
1474302;6630230
1466727;6580827
1449632;6573971
1466727;6580827
1466727;6580827
1466727;6580827
1466953;6572428
1451251;6576024
1436347;6559408
1451251;6576024
1449792;6576416
1449792;6576416
1424986;6522024
1452255;6578845
1452686;6578648
1464756;6545848
1466246;6542868
1452255;6578845
1451584;6576304
1452035;6576686
1451698;6574556
1417487;6647913
1511121;6317757
1542570;6277090
1542826;6238919
1384139;6454697
1447965;6428720
1259246;6398560
1259650;6399098
1269190;6402520
1280590;6346170
1259650;6399098
1538239;6275187
1269032;6401549
1355140;6241580
1634458;6568382
1398770;6178540
1353280;6609800
1353280;6609800
1537575;6611390
1537575;6611390
1223433;6540588
1267934;6507179
1359341;6468835
1222799;6542252
1292215;6560405
1258322;6465493
1258322;6465493
1265830;6508137
1224724;6537655
1224724;6537655
1239928;6506305
1239928;6506305
1275327;6476842
1224724;6537655
1372176;6243266
1497644;6744003
1368667;6345722
1323834;6277206
1446150;6540550
1462150;6522850
1461550;6529950
1435250;6211850
1435350;6211850
1426450;6210650
1501550;6221850
1342386;6241391
1342386;6241391
1342386;6241391
1342386;6241391
1342386;6241391
1357421;6172178
1545673;6598957
1574166;6728598
1572629;6727846
1575588;6726289
1583492;6733569
1514776;6437007
1346905;6585917
1346905;6585917
1457140;6781440
1329420;6584830
1308310;6321650
1306840;6326420
1309252;6552374
1318730;6674500
1508644;6581740
1508084;6585731
1508644;6581740
1508644;6581740
1285754;6337592
1446794;6755950
1508644;6581740
1284220;6334390
1312079;6203762
1296943;6337074
1293958;6354800
1286486;6337864
1293706;6342913
1357340;6172650
1292692;6335146
1508644;6581740
1508644;6581740
1292692;6335146
1524650;6281458
1508644;6581740
1286789;6337389
1507506;6584684
1302577;6331167
1302738;6333414
1292692;6335146
1285317;6343418
1285730;6343710
1287330;6336010
1283293;6340482
1286789;6337389
1292509;6339137
1507810;6583910
1425650;6498845
1509370;6581180
1302577;6331167
1286486;6337864
1508644;6581740
1507810;6583910
1286486;6337864
1286486;6337864
1508644;6581740
1286486;6337864
1283015;6343136
1508644;6581740
1596691;6945985
1400973;6277325
1400995;6277344
1401001;6277325
1400950;6277308
1400976;6277341
1401021;6277347
1401069;6277227
1402451;6279649
1401341;6277754
1405435;6288328
1402931;6274853
1401341;6277754
1400221;6282608
1400221;6282608
1401341;6277754
1403341;6280688
1407072;6296251
1403341;6280688
1402031;6280448
1403758;6278009
1403758;6278009
1403758;6278009
1403341;6280688
1403341;6280688
1401051;6277325
1367299;6601768
1367299;6601768
1367201;6601504
1367299;6601768
1382679;6729711
1367299;6601768
1367299;6601768
1367299;6601768
1376410;6622362
1367299;6601768
1373026;6617886
1367299;6601768
1367299;6601768
1367299;6601768
1367299;6601768
1367299;6601768
1367299;6601768
1363133;6612766
1367299;6601768
1367299;6601768
1453936;6730651
1443440;6722420
1367299;6601768
1367299;6601768
1373026;6617886
1373765;6619497
1372185;6459065
1626908;6561429
1363036;6227403
1363036;6227403
1511519;6648690
1362890;6229230
1405093;6204113
1363036;6227403
1392490;6179670
1362660;6228620
1367050;6224640
1363036;6227403
1362910;6227870
1363036;6227403
1396210;6214680
1363036;6227403
1363036;6227403
1394505;6579910
1347960;6626533
1350846;6615088
1366994;6588430
1534990;6702930
1534990;6702930
1534990;6702930
1534990;6702930
1534990;6702930
1534990;6702930
1456630;6592657
1456634;6592666
1601690;6640140
1604545;6641519
1600960;6640230
1606054;6632868
1600769;6640201
1596980;6642330
1601860;6640110
1601690;6640140
1575840;6651840
1601690;6640140
1601690;6640140
1601860;6640110
1601880;6641978
1441147;6460147
1442384;6462947
1559788;6605159
1579655;6670394
1438234;6452537
1621613;6621722
1635808;6632269
1665307;6636951
1509546;6587701
1662615;6661508
1453446;6460179
1579655;6670394
1606928;6623251
1560941;6599765
1506094;6577264
1587078;6638577
1626676;6646991
1558379;6552777
1626901;6627319
1561255;6683860
1602460;6647640
1381340;6221360
1327252;6693933
1351010;6720000
1400680;6589483
1330450;6749670
1328980;6755840
1363147;6627222
1360500;6619807
1360824;6619706
1400360;6588270
1400360;6588270
1400735;6582406
1322792;6645643
1330230;6750090
1383530;6641570
1375340;6663900
1381140;6600800
1400740;6582400
1329470;6584810
1400350;6588290
1338690;6651470
1386070;6586610
1400740;6582400
1387420;6631580
1386070;6586610
1400740;6582400
1377280;6620070
1373960;6619470
1304630;6638510
1327560;6577490
1373460;6618150
1366450;6688290
1393460;6611540
1357730;6706200
1357890;6706230
1375340;6663900
1373990;6672890
1369100;6687330
1348090;6724830
1329470;6584810
1327560;6577490
1349300;6631040
1378420;6622880
1373960;6619470
1378420;6622880
1393460;6611540
1413110;6638320
1416660;6629350
1369410;6621430
1369100;6687330
1370050;6622320
1383530;6641570
1359570;6588450
1375340;6663900
1373990;6672890
1413110;6638320
1329470;6584810
1366450;6688290
1414330;6625620
1327560;6577490
1416660;6629350
1373850;6616710
1332910;6648370
1368560;6686020
1319900;6638350
1393460;6611540
1349240;6631230
1349300;6631040
1332830;6648580
1338690;6651470
1359570;6588450
1351010;6720000
1400740;6582400
1362200;6602140
1400360;6588270
1351010;6720000
1338690;6651470
1359570;6588450
1364910;6690670
1359270;6609930
1332020;6693710
1323650;6760250
1359570;6588450
1327560;6577490
1359270;6609930
1364910;6690670
1359270;6609930
1363650;6694090
1364910;6690670
1366450;6688290
1365430;6689460
1365430;6689460
1372190;6636470
1319900;6638350
1338690;6651470
1349300;6631040
1360800;6699460
1351010;6720000
1348090;6724830
1350300;6720850
1357890;6706230
1357730;6706200
1321460;6637400
1283970;6622680
1393460;6611540
1319990;6638180
1332830;6648580
1332910;6648370
1292440;6580880
1386890;6586570
1329470;6584810
1362560;6596500
1366580;6687970
1365590;6692400
1352680;6652050
1363650;6694090
1359270;6609930
1352680;6652050
1364570;6693200
1352680;6652050
1353860;6652180
1319990;6638180
1321460;6637400
1329470;6584810
1327390;6577610
1370050;6622320
1329470;6584810
1375340;6663900
1327560;6577490
1354580;6652520
1362990;6694770
1359270;6609930
1352930;6652270
1353860;6652180
1351920;6651960
1359270;6609930
1365430;6689460
1352680;6652050
1353860;6652180
1350300;6720850
1365430;6689460
1362410;6695730
1360450;6700290
1364910;6690670
1352260;6652090
1351920;6651960
1354290;6652270
1352680;6652050
1354290;6652270
1357730;6706200
1357890;6706230
1369100;6687330
1368560;6686020
1373990;6672890
1375340;6663900
1382290;6643040
1383530;6641570
1393460;6611540
1349090;6631210
1349240;6631230
1286410;6641480
1369410;6621430
1370050;6622320
1368560;6686020
1369100;6687330
1366450;6688290
1373990;6672890
1375340;6663900
1357730;6706200
1357890;6706230
1348200;6724840
1348090;6724830
1351010;6720000
1332910;6648370
1332830;6648580
1348090;6724830
1348200;6724840
1350300;6720850
1349090;6631210
1382290;6643040
1383530;6641570
1349300;6631040
1327390;6577610
1327560;6577490
1338690;6651470
1332830;6648580
1332910;6648370
1393460;6611540
1366450;6688290
1373990;6672890
1382290;6643040
1368560;6686020
1369100;6687330
1371210;6619200
1329910;6751107
1338690;6651470
1350300;6720850
1373990;6672890
1368560;6686020
1369100;6687330
1375330;6663970
1369927;6622107
1351010;6720000
1366430;6688460
1350380;6720800
1350300;6720850
1393460;6611540
1329470;6584810
1368560;6686020
1369100;6687330
1382290;6643040
1393460;6611540
1357730;6706200
1369927;6622107
1351010;6720000
1348090;6724830
1354360;6583770
1375180;6620460
1359570;6588450
1413110;6638320
1414330;6625620
1373960;6619470
1378570;6622840
1378420;6622880
1400360;6588270
1393460;6611540
1349300;6631040
1383530;6641570
1382290;6643040
1329470;6584810
1349300;6631040
1349240;6631230
1375330;6663970
1348090;6724830
1350300;6720850
1368560;6686020
1369100;6687330
1373990;6672890
1361617;6603091
1328121;6577702
1341790;6551340
1352763;6533402
1325800;6707420
1325800;6707420
1325800;6707420
1357730;6706200
1357890;6706230
1327477;6577523
1375330;6663970
1349300;6631040
1348090;6724830
1349240;6631230
1383530;6641570
1348380;6724630
1366430;6688460
1357730;6706200
1357890;6706230
1369927;6622107
1393460;6611540
1366430;6688460
1329470;6584810
1579200;6727700
1251060;6457630
1251060;6457630
1270411;6422999
1270411;6422999
1277258;6355259
1277470;6351581
1277470;6351581
1277470;6351581
1277470;6351581
1412880;6220860
1277470;6351581
1277620;6352570
1492460;6274010
1308260;6321660
1306800;6334510
1306470;6325350
1325800;6347200
1308260;6321660
1378300;6588650
1275658;6378215
1462361;6912759
1693200;7060100
1302800;6645000
1683323;7139987
1682463;7139922
1682463;7139922
1582333;6914224
1492661;6944005
1492657;6944052
1492657;6944052
1492657;6944052
1492657;6944052
1492991;6943387
1492991;6943387
1492950;6943489
1492950;6943489
1492950;6943489
1512155;6932332
1512155;6932332
1512155;6932332
1512116;6932337
1529234;6927910
1529211;6927927
1537250;6922593
1537695;6922485
1537695;6922485
1545954;6921718
1545954;6921718
1559400;6917655
1559400;6917655
